AmmoBoxPickupTime,0xF9043B8D
bot_recordGoal,0xC390E419
bot_recordGoalInfo,0xB0F21A55
bot_recordHealth,0x992A7962
bot_recordPathing,0x9010DD73
bot_recordPlayerFlags,0x19A9B044
bot_recordThreat,0xDE2F7EB0
bot_supported,0xBADECFEF
bot_traverseUnderwater,0xDC87DC66
bow_launcher_bounce_max_scale,0x91886599
bow_launcher_charge_snap_percent,0x48DC2C5A
bow_launcher_minimum_reticle_scale,0xBC32CBB1
bow_launcher_rebound_scale,0xCB43AF71
breadcrumbDistanceImportance,0x2A503E31
breadcrumbThreshold,0x282AC387
breadcrumbTimeImportance,0xAC6CD127
bullet_enterWater,0x6A3813BB
bullet_penetrationEnabled,0xF76C718A
bullet_penetrationMinFxDist,0x8EDF64FF
bullet_ricochetBaseChance,0x3BCC81E4
bulletrange,0x59FC97D4
cameraShakeRemoteHelo_Angles,0x87315E71
cameraShakeRemoteHelo_Freqs,0xB89C9A2E
cameraShakeRemoteHelo_SpeedRange,0x05F289B9
cameraShakeRemoteMissile_Angles,0x8D9368AF
cameraShakeRemoteMissile_Freqs,0x673E2CC8
cameraShakeRemoteMissile_SpeedRange,0x414280FB
cg_BallisticArc_BeginAlpha,0x32FFAB69
cg_BallisticArc_BeginWidth,0xEBA60C45
cg_BallisticArc_Debug,0x0EA0BF6D
cg_BallisticArc_DrawDelay,0x65825857
cg_BallisticArc_EndAlpha,0xBA51C7D9
cg_BallisticArc_EndWidth,0xCC82F3D5
cg_BallisticArc_ForceHitIndicator,0x422B8ABF
cg_BallisticArc_ImpactRadius,0x65449F68
cg_BallisticArc_MaxBounces,0xE6F348FD
cg_BallisticArc_MinBounces,0x0DA31A47
cg_BallisticArc_Offset,0xE6C07681
cg_BallisticArc_PerpStep,0x00D56665
cg_BallisticArc_VerticalOffset,0xF1B3460F
cg_DrawOnScreenFriendlyAI,0x23F04B50
cg_DrawOnlyFriendlyPlayerNamesWhileInVehicle,0x25455A52
cg_DrawPlayerNamesWhileInVehicle,0xA660E9A3
cg_DrawRemoteVehiclePlayerNames,0x155937E7
cg_EnableAdaptiveSkinLodScale,0xF029C02B
cg_InfraredFadeoutTime,0x00782D36
cg_ScoresColor_Free,0x95B3E0ED
cg_ScoresColor_Gamertag_0,0xE0235192
cg_ScoresColor_Gamertag_1,0x0625CBFB
cg_ScoresColor_Gamertag_2,0x941E5CC0
cg_ScoresColor_Gamertag_3,0xBA20D729
cg_ScoresColor_Spectator,0xD00083FA
cg_ScoresPing_Interval,0xABF27851
cg_ScoresPing_MaxBars,0x77E431E6
cg_VelocityArrow_MaxSegmentLength,0xB985E844
cg_VelocityArrow_MinSegmentLength,0xDB730B1A
cg_VelocityArrow_RateOfChange,0x376AAC28
cg_WeaponButtAttackerCameraShakeDuration,0xF1E89169
cg_WeaponButtAttackerHitCameraShakeScale,0x1C709A4A
cg_WeaponButtAttackerMissCameraShakeScale,0x794F46B5
cg_WeaponButtVictimCameraShakeDuration,0x2434014E
cg_WeaponButtVictimCameraShakeScale,0xC1516ADC
cg_adsZScaleMax,0x2FE83502
cg_adsZoomToggleStyle,0x6586EC8C
cg_aggressiveCullRadius,0xBE28BB08
cg_ai_useServerAnims,0x3789C06D
cg_allPlayerNamesVisible,0xAC843D82
cg_altDofTrace,0x21E35DBD
cg_animInfoCornerOffset,0xB0DF45B3
cg_animMonitorEnt,0xD9B627D8
cg_animMonitorFilter,0xBD19D88F
cg_artilleryKillCamBackDist,0x205EA5C4
cg_artilleryKillCamFov,0xD85AC2B6
cg_artilleryKillCamGroundBackDist,0x334FD395
cg_artilleryKillCamGroundUpDist,0x43192A7F
cg_artilleryKillCamUpDist,0x12E447FE
cg_artilleryKillCamWallOutDist,0xE94F5007
cg_artilleryKillCamWallSideDist,0xDC8B0494
cg_assignRandomPaintshops,0xBA8BD4D7
cg_bloodLimit,0x21EB817B
cg_bloodLimitMsec,0x70E9F783
cg_blur_time,0x67C5411F
cg_brass,0x0139C139
cg_cameraRollOverride,0x2C7DE57E
cg_cameraSpikeEnemyColor,0x1BECA85A
cg_cameraSpikeHighlightBrightness,0x2F78EF50
cg_cameraUnderwaterLens,0x667F45A0
cg_cameraVehicleExitTweenTime,0x654094A5
cg_cameraVzoomToggleTime,0xC638F0D1
cg_cameraWaterClip,0x59AE326E
cg_canSeeFriendlyFrustumExpand,0x851FCA16
cg_canSeeFriendlyFrustumMinDistance,0x3C5DDC8B
cg_canSeeFriendlyFrustumUpdateInterval,0x3F21313A
cg_cancelChargeShotTime,0xC469D4F7
cg_centertime,0xD08F83B2
cg_chatHeight,0x4EBC943D
cg_cinematicFullscreen,0x51DE327A
cg_circularMinimapWhenSquare,0x509F3AF7
cg_clampFrameInterpolation,0x3F1BAA10
cg_clanNameDebug,0xE46C88B0
cg_clientSideGlassTouch,0x3D1B80A3
cg_combatRobotKillCamDistFromEyes,0x60C744C5
cg_combatRobotKillCamForwardDist,0xA908775A
cg_combatRobotKillCamFov,0x7D3015A4
cg_combatRobotKillCamSideDist,0xA37DD076
cg_combatRobotKillCamUpDist,0xDCDD1560
cg_combatRobotKillMinDistFromTarget,0x86D59A29
cg_connectionIconSize,0xD7E8AF26
cg_constantSizeHeadIcons,0x9B5B39D7
cg_corpseHighlightFadeTime,0xA6F6DCAF
cg_cropFactor,0x53B683D5
cg_crosshairAlpha,0xC3640CB6
cg_crosshairAlphaMin,0x6DDE5052
cg_crosshairDynamic,0xD8A7B175
cg_crosshairEnemyColor,0xE913F5BB
cg_crosshairVehicleSentientCheck,0xE729EE7C
cg_cullBulletAngle,0x8A7AD00F
cg_cullBullets,0x49D3BFC5
cg_cursorHints,0xF97E5AEA
cg_damageIndicatorAngle,0xCA90AE55
cg_damageIndicatorMinDelay,0xCC64881D
cg_damageIndicatorShowAfterDeathTime,0x5FD66328
cg_deathCamAboveWater,0xD3B11B49
cg_deathScreenFadeInTime,0x721AB004
cg_deathScreenFadeOutTime,0xC73D8EDD
cg_debugCacheEnabled,0x2DBF33CA
cg_debugCinematicCamera,0xD0FE1EF7
cg_debugDrawSafeAreas,0x13A08BB8
cg_debugDynamicLadderSight,0x7A996909
cg_debugEllipsesOffset,0x54424883
cg_debugEntCount,0xBBCCF5F3
cg_debugEvents,0x27D1115C
cg_debugFace,0xC1DCA704
cg_debugInfoCornerOffset,0x000D0FB9
cg_debugMounting,0xF56E6562
cg_debugPosition,0x58D67D4E
cg_debugTargetEntNumber,0xC651C158
cg_debugThirdPersonCamera,0xE2078A7C
cg_debug_exploders,0x67B1C6B0
cg_debug_overlay_viewport,0xADCEE80B
cg_debug_triggers,0xE6EB869D
cg_debugevents,0x27D1115C
cg_debugposition,0x58D67D4E
cg_descriptiveText,0x02899C1D
cg_destructibleKillCamCloseXYDist,0xA65A28CA
cg_destructibleKillCamCloseZDist,0x1BC25573
cg_destructibleKillCamFarBlur,0x86CDD1D7
cg_destructibleKillCamFarBlurDist,0x47922E33
cg_destructibleKillCamFarBlurStart,0x40F11395
cg_destructibleKillCamFov,0xA923429A
cg_destructibleKillCamNearBlur,0x7DE2567C
cg_destructibleKillCamNearBlurEnd,0x04CAE74B
cg_destructibleKillCamNearBlurStart,0x8C99EE68
cg_destructibleKillCamRegularHeight,0x3B6C9A4A
cg_destructibleKillCamZIncrease,0x4698F81D
cg_destructible_radius_damage_enabled,0x9C242DC9
cg_development,0xF021FEF9
cg_disableearthquake,0x09CB364D
cg_disableplayernames,0x38147FB3
cg_dogKillCamDistFromEyes,0xF784E227
cg_dogKillCamForwardDist,0x36F9DF14
cg_dogKillCamFov,0x9DC6E3EA
cg_dogKillCamSideDist,0x790ED3CC
cg_dogKillCamUpDist,0x4B25CB0A
cg_dogKillMinDistFromTarget,0x57ED9CE7
cg_draw2D,0x0F9AB11E
cg_draw2d,0x0F9AB11E
cg_drawAnimAttachTags,0x2D5D459B
cg_drawArtFPS,0x2128497C
cg_drawBonesEntNum,0x0568CAE0
cg_drawBreathHint,0xD900E011
cg_drawBudgets,0xD67F1336
cg_drawBulletHitPosNormal,0x5759815E
cg_drawBulletPenetration,0xDC42B2B3
cg_drawCrosshair,0x4BEE36C0
cg_drawCrosshairCooker,0x5D0E9299
cg_drawCrosshairNames,0x6FBC4B30
cg_drawCrosshairNamesPosX,0xDD72D062
cg_drawCrosshairNamesPosY,0x03754ACB
cg_drawDecalSort,0x026C2C87
cg_drawFPS,0xEDB317B1
cg_drawFPSLabels,0xDD1E2E30
cg_drawFPSScale,0x7FCDA919
cg_drawFramePerformanceWarnings,0x3DB9BD40
cg_drawFriendlyNames,0xD12E3F73
cg_drawGun,0xCB969102
cg_drawHoldBreathHint,0x1233F2C6
cg_drawIdentifierDebug,0xF8DC804A
cg_drawJobsPerf,0x38F8C6A5
cg_drawLagometer,0x1B5F914A
cg_drawLightingDebugText,0x06946238
cg_drawMantleHint,0x407877F2
cg_drawMaterial,0x6FE9CB8F
cg_drawMaterialImageName,0x2E3301A3
cg_drawMaterialImageNum,0xAA00AF46
cg_drawMemoryInfo,0x56D1C811
cg_drawMinimap,0x125EC5B1
cg_drawModelAxis,0xCA8EADB8
cg_drawNetTiming,0x6C25BDD3
cg_drawPerformanceSweepInfo,0x054CCD52
cg_drawPerformanceWarnings,0xD96BC34D
cg_drawPhotosensorOverlay,0x75D29252
cg_drawRenderFrame,0xE0E3E78B
cg_drawRumbleDebug,0x0DA978E4
cg_drawScriptUsage,0x8BE28F32
cg_drawShellshock,0x794CE924
cg_drawSnapshot,0x538960E8
cg_drawSpectatorMessages,0x14591D63
cg_drawTalk,0xE6BCF04E
cg_drawThroughWalls,0x1C65EA6E
cg_drawVersion,0xECC59810
cg_drawVersionX,0x5B49DB08
cg_drawVersionY,0x814C5571
cg_drawVisibleCounts,0xA095065E
cg_drawWVisDebug,0x17AF36D8
cg_drawWaterTrail,0x328D5483
cg_drawXCamInfo,0x964AB96D
cg_drawYouInKillCamAsWaypoint,0xBC1DBB18
cg_drawfps,0xEDB317B1
cg_drawgun,0xCB969102
cg_drawlagometer,0x1B5F914A
cg_drawpaused,0xF9A83122
cg_drawrumbledebug,0x0DA978E4
cg_droneKillCamBackDist,0x0F2FCB74
cg_droneKillCamUpDist,0x63A195EE
cg_dumpAnims,0x44579F1E
cg_enableHelicopterNoCullLodOut,0xE4F3D9F2
cg_enemyNameFadeIn,0xE305E548
cg_enemyNameFadeOut,0x2284F6A7
cg_errorDecay,0x1905B416
cg_explosiveKillCamBackDist,0x445C4615
cg_explosiveKillCamGroundBackDist,0x33724B28
cg_explosiveKillCamGroundUpDist,0xEE5F509A
cg_explosiveKillCamStopDecelDist,0x3254BEA3
cg_explosiveKillCamStopDist,0x6389339C
cg_explosiveKillCamUpDist,0x1C9AB8FF
cg_explosiveKillCamWallOutDist,0xBC88D4F4
cg_explosiveKillCamWallSideDist,0x35260B59
cg_fakefireWizbyChance,0x15C84A9A
cg_fastApe,0x982107B4
cg_fastFakeApe,0x7E19B83D
cg_fast_lui,0xEA335F0B
cg_firstPersonTracerChance,0xB3645558
cg_flareVisionSetFadeDuration,0xA678EBE4
cg_flipTeamVisuals,0xC8AEEC97
cg_focalDistance,0x6C655324
cg_focalDistanceChangeSpeed,0xA4164CD5
cg_focalLength,0xC4195CA1
cg_footprints,0x90990C86
cg_footprintsDebug,0xA62889FF
cg_footprintsDistortWater,0x0DC96748
cg_footsteps,0x149E01BB
cg_forceEmp,0x98FBAC83
cg_forceInfrared,0x4DBC0028
cg_forceInvalidPaintshops,0x3198F3B7
cg_forceNoCullLodOut,0xEF14E27D
cg_fov,0x64197457
cg_fovExtraCam,0x427F1538
cg_fovMin,0x616585ED
cg_fovScale,0x2E068B1B
cg_fov_comp_max,0x7D71E570
cg_fov_default,0xF03677A1
cg_fov_default_nocomp,0xBA8DCFD8
cg_fov_default_thirdperson,0x8F8FEA18
cg_friendlyNameFadeIn,0xCED95485
cg_friendlyNameFadeOut,0xBDE06584
cg_fstop,0x7B3E01DC
cg_fullscreenFinalKillcam,0x65595518
cg_gameBoldMessageWidth,0x6459F292
cg_gameMessageWidth,0xD1B3A59B
cg_gamemessageiconscale,0x3FAD43BC
cg_gun_fovcomp_x,0xFD264FF4
cg_gun_fovcomp_y,0x2328CA5D
cg_gun_fovcomp_z,0x492B44C6
cg_gun_move_f,0x1B759ED7
cg_gun_move_minspeed,0x1F4E68CA
cg_gun_move_r,0x23440EA3
cg_gun_move_rate,0x854F85D1
cg_gun_move_u,0x4946890C
cg_gun_ofs_f,0xF5F4E184
cg_gun_ofs_r,0xBE129E70
cg_gun_ofs_u,0xC823F74F
cg_gun_pitch,0x237D92AB
cg_gun_roll,0x07E904E2
cg_gun_rot_minspeed,0x65392618
cg_gun_rot_p,0x07B7C313
cg_gun_rot_r,0xBBB2CE41
cg_gun_rot_rate,0x9DEF00A3
cg_gun_rot_y,0xB1A17562
cg_gun_x,0x517B70FD
cg_gun_y,0x2B78F694
cg_gun_yaw,0xCA789AB0
cg_gun_z,0x9D8065CF
cg_headIconMinScreenRadius,0xCDA058F3
cg_healthPerBar,0x6C36BFF0
cg_heliKillCamFarBlur,0x85A2C785
cg_heliKillCamFarBlurDist,0x332BC275
cg_heliKillCamFarBlurStart,0x983BC557
cg_heliKillCamFov,0xF8E45CEC
cg_heliKillCamNearBlur,0x97BCCC56
cg_heliKillCamNearBlurEnd,0x7596AD8D
cg_heliKillCamNearBlurStart,0x0F7DDFBE
cg_hideHighDetail,0xF68ED311
cg_hideViewmodelInUFOMode,0xF873FECE
cg_hintFadeTime,0x13E98E48
cg_hitmarkerFrameSpacing,0x708CF53D
cg_hudChatIntermissionPosition,0x1917135A
cg_hudChatPosition,0x30030D72
cg_hudDamageDirectionalIconTime,0x23321C66
cg_hudDamageIconHeight,0x6C9D30AC
cg_hudDamageIconInScope,0x640C37F4
cg_hudDamageIconOffset,0xFDF8B478
cg_hudDamageIconTime,0x948527C6
cg_hudDamageIconWidth,0x35289937
cg_hudFriendlyIndicatorHeight,0x77B10D16
cg_hudFriendlyIndicatorWidth,0x7D6E737D
cg_hudGrenadeIconEnabledFlash,0x7C3F8C09
cg_hudGrenadeIconHeight,0x3299F7DF
cg_hudGrenadeIconInScope,0x48AAA28D
cg_hudGrenadeIconMaxHeight,0x02F6B7D1
cg_hudGrenadeIconMaxRangeFlash,0xE413D5EB
cg_hudGrenadeIconMaxRangeFrag,0x2933260F
cg_hudGrenadeIconMaxScale,0x5D263FD6
cg_hudGrenadeIconMaxScaleDistance,0x37FD7CBB
cg_hudGrenadeIconMinScale,0x4B526CD0
cg_hudGrenadeIconMinScaleDistance,0x1CC8B711
cg_hudGrenadeIconOffset,0xBB86255B
cg_hudGrenadeIconWidth,0x697DAD5E
cg_hudGrenadeIndicatorFadeUp,0xEA467585
cg_hudGrenadeIndicatorStartColor,0x9D353B55
cg_hudGrenadeIndicatorTargetColor,0x72763818
cg_hudGrenadePointerHeight,0xCE5A439D
cg_hudGrenadePointerPivot,0x5C85CC70
cg_hudGrenadePointerPulseFreq,0x28E43F2D
cg_hudGrenadePointerPulseMax,0xF0A412A3
cg_hudGrenadePointerPulseMin,0xB340078D
cg_hudGrenadePointerWidth,0x89D14E68
cg_hudLegacySplitscreenScale,0xC77297C2
cg_hudMapBorderWidth,0xBD7DBD29
cg_hudMapFriendlyHeight,0x0BAD28DD
cg_hudMapFriendlyWidth,0x9DEF04A8
cg_hudMapPlayerHeight,0x2722180F
cg_hudMapPlayerWidth,0xB13E35CE
cg_hudMapRadarLineThickness,0xC49963B9
cg_hudProneY,0x46C2D8DE
cg_hudSayPosition,0xC35EBB77
cg_hudSplitscreenBannerScoreboardScale,0x5927A913
cg_hudSplitscreenCompassElementScale,0xA996C2CB
cg_hudSplitscreenCompassScale,0xD6642D99
cg_hudSplitscreenOffsetsUseScale,0x75D74B8C
cg_hudSplitscreenScoreboardScale,0xA8AE70FD
cg_hudSplitscreenStanceScale,0xEDEE3B7F
cg_hudStanceHintPrints,0x99492D1E
cg_hudVotePosition,0x2348A14C
cg_infraredBlur,0x319397AE
cg_infraredBlurTime,0x9917F601
cg_infraredFriendlies,0x02ED54E8
cg_infraredHighlightOffset,0xBBEE1B76
cg_infraredHighlightScale,0xA710DE8B
cg_infraredUseDefaultMaterial,0x8E272FE6
cg_ingnoreValidateWeaponOnDeath,0x3F8E2B71
cg_inputLagTestAvgThreshold,0x0551A5AF
cg_inputLagTestMaxThreshold,0x352DA931
cg_inputLagTestNumRuns,0xC39EBB84
cg_inputLagTestTimePerRun,0x1B354015
cg_invalidCmdHintBlinkInterval,0x867A2757
cg_invalidCmdHintDelay,0x304401EB
cg_invalidCmdHintDuration,0x118286DE
cg_isGameplayActive,0xC2560CF0
cg_killcamdebug,0x7733B818
cg_lagometer_pos,0xC13D334F
cg_laserLight,0x579FB551
cg_laserSightMaxDistance,0x74C1823D
cg_lastSpectatorSelectedThirdPerson,0xB74E7E66
cg_latencyTestMode,0x5508E0D5
cg_loadScripts,0x66339342
cg_luiDebug,0x7BD6B571
cg_mapLocationSelectionCursorSpeed,0xF46CEA48
cg_mapLocationSelectionRotationSpeed,0xD5C1D124
cg_marks_ents_player_only,0x5765EBF4
cg_marqueeTimeScale,0x65D39551
cg_maxExplosionRadius,0xAEBA259B
cg_maxPlayerHighlightTargetSize,0x52910D65
cg_minCullBulletDist,0xB5C7DE42
cg_minicon,0x85798589
cg_minimapCorruptionMaskScale,0x495BB906
cg_minimapMaskPadding,0x33FC59E2
cg_minimapPadding,0xD34082C6
cg_minimapPopOutZoom,0xC4C0B519
cg_missile_FOV,0x78D35236
cg_noPlayerShadows,0xE3F19353
cg_objectiveIndicatorColor,0xEDACC113
cg_objectiveIndicatorFarDist,0x9ACD5001
cg_objectiveIndicatorFarFadeDist,0xBF26FF2B
cg_objectiveIndicatorFarScale,0x4032FF69
cg_objectiveIndicatorNearDist,0x75B26C78
cg_objectiveIndicatorNearFadeDist,0x84B65346
cg_objectiveIndicatorNoDrawDistance,0x6C79BEDC
cg_objectiveIndicatorPerkFarFadeDist,0x74EAC9AF
cg_objectiveIndicatorSize,0xA227100D
cg_objectiveListWrapCountStandard,0xEF33402F
cg_objectiveListWrapCountWidescreen,0xAFCD2B29
cg_oneFriendlyHeadTracePerFrame,0x49E5465C
cg_onscreenErrors,0xA4C6C6F4
cg_opticAttachmentViewmodelSwitch,0x3464501C
cg_opticCamoHidesShadow,0xB3EF6A4C
cg_overheadArmorHeight,0xE2AC0B3A
cg_overheadArmorOffset,0x4A1A5FC2
cg_overheadHealthDebug,0x2AAF75ED
cg_overheadHealthHeight,0x2E302C29
cg_overheadHealthOffset,0x91E9C201
cg_overheadHealthWidth,0xC0F8D4AC
cg_overheadIconSize,0x41BF4032
cg_overheadNamesDamagedEntityNameRetainTime,0x752CAD93
cg_overheadNamesDrawOnADS,0x2EC83D97
cg_overheadNamesDrawOnDamage,0x4CFB0304
cg_overheadNamesFarDist,0x8F5E45B1
cg_overheadNamesFarScale,0xB9C52F19
cg_overheadNamesFont,0x1D123E1D
cg_overheadNamesGlow,0x94B48511
cg_overheadNamesMaxDist,0x41CE5A60
cg_overheadNamesNearDist,0x5E5FD308
cg_overheadNamesSize,0xA6D3F7FD
cg_overheadNamesTagUpdateInterval,0x64C28132
cg_overheadRankSize,0x56FC5BD7
cg_overheadiconsize,0x41BF4032
cg_overheadnamessize,0xA6D3F7FD
cg_overheadranksize,0x56FC5BD7
cg_packetAnalysisClient,0x7279B8C5
cg_packetAnalysisEntTextScale,0xE36676AC
cg_packetAnalysisEntTextY,0x85D9EA77
cg_packetAnalysisEntityIndex,0xBD24390B
cg_packetAnalysisEntitySelectionDepth,0xD236FDD0
cg_packetAnalysisEntityTypeIndex,0xB9789E53
cg_packetAnalysisPaused,0xACB1083E
cg_packetAnalysisServerMode,0x7F1D7DB4
cg_packetAnalysisTextScale,0xEC226CFD
cg_packetAnalysisTextY,0xA7967906
cg_paintshopCalcTweaks,0xB20DE92E
cg_paintshopEnableCompression,0x8AA82793
cg_paintshopEnableTweaks,0x9F8B6F08
cg_paintshopForceClearDiskCache,0x5EC781ED
cg_paintshopImageHeight,0xFC73A308
cg_paintshopImagePosition,0x6774027C
cg_paintshopImageScale,0xCADF3D45
cg_paintshopImageWidth,0x890BFACB
cg_paintshopIncreasePlayerRes,0xC4C2D891
cg_paintshopReadDiskCache,0xEBDDE659
cg_paintshopShowGrid,0x167C0C01
cg_paintshopShowGridEdge,0xC8128A72
cg_paintshopShowImages,0x2EAB5817
cg_paintshopShowTweaks,0x1CA14BAE
cg_paintshopWriteDiskCache,0x61551B52
cg_playerBeastGrapHintSizeMax,0x8BCB6A88
cg_playerBeastGrapHintSizeMin,0xE6714916
cg_playerBeastHintSizeMax,0x24D1B3AC
cg_playerBeastHintSizeMin,0x6235BEC2
cg_playerFrustumHalfHeight,0x85E9ADAF
cg_playerHighlightBlinkTime,0x833BE364
cg_playerHighlightBrightness,0x27DE55E2
cg_playerHighlightEnemyColor,0xDA0ED14A
cg_playerHighlightMinFade,0x01424DFF
cg_playerHighlightPivotLineFlash,0x68FB6ECF
cg_playerHighlightPivotLineWidth,0x7BC05769
cg_playerHighlightPivotScale,0xFDD88771
cg_playerHighlightSpreadExp,0x95ECF257
cg_playerHighlightSpreadScale,0x9E9E37B0
cg_playerHighlightTargetInner,0x07A3ED5C
cg_playerHighlightTargetOuter,0xC3C8695D
cg_playerHighlightTargetScale,0x5A5099EA
cg_playerHighlightTargetSize,0x962BAD17
cg_playerLockonReticleSize,0xEC140F92
cg_playerRenderSmp,0x964B8F13
cg_playerVRGame,0x598FB45F
cg_playersInViewMinDot,0xAB9841C7
cg_predictItems,0xC89B7E97
cg_profile_physics,0xE79F44A3
cg_proneFeetCollisionHull,0x10A6DFB9
cg_rangeFinderActiveColor,0x98AE72F0
cg_rangeFinderActiveHeight,0xAE40653E
cg_rangeFinderActiveReticleIndex,0xBCB81F9F
cg_rangeFinderActiveWidth,0xFFC26685
cg_rangeFinderColorChangeDelay,0x1002E42B
cg_rangeFinderDefaultColor,0xDAAD75B1
cg_rangeFinderDefaultDisplayStr,0x6650F9A7
cg_rangeFinderDefaultReticleIndex,0xCBDB3E08
cg_rangeFinderDiamondIndicator,0x1FC2F186
cg_rangeFinderDiamondSize,0xA77C1B50
cg_rangeFinderMinEnemySpottingDist,0xC79A1711
cg_rangeFinderPlayerTargetSize,0x67FD70A6
cg_rangeFinderSelectActors,0x42184563
cg_rangeFinderSelectPlayers,0x72C26DA9
cg_rangefinderIndicatorGap,0xB92061E4
cg_rangefinderIndicatorSize,0xF6D5E53B
cg_reflect_impactfx,0xB5986D2C
cg_reflect_impactfx_mindotclamp,0xE52CDCE7
cg_resetWeaponPaintshops,0x0841D448
cg_retrieveHintTime,0x89966C12
cg_retrieveHintTimeStuck,0xB1E1C256
cg_rocketKillCamBackDist,0xA3ED9DC2
cg_rocketKillCamUpDist,0x85058DC0
cg_rumble_devgui_duration,0xAE01F619
cg_rumble_devgui_loop,0x09954887
cg_scoreboardBannerHeight,0x98582787
cg_scoreboardHeight,0x67194F39
cg_scoreboardItemHeight,0x423890E8
cg_scoreboardPingGraph,0x520F36BC
cg_scoreboardPingHeight,0x0C76D051
cg_scoreboardPingText,0xD9AD35E5
cg_scoreboardPingWidth,0x70604314
cg_scoreboardQuarterscreenWidth,0xD539BBFC
cg_scoreboardScrollStep,0x4B10C2F9
cg_scoreboardSplitscreenWidth,0xD1F8F318
cg_scoreboardWidth,0xBE4E12BC
cg_scriptIconSize,0xB8EF9097
cg_scriptedKillCamCloseXYDist,0x662AEA3A
cg_scriptedKillCamCloseZDist,0xEE811523
cg_scriptedKillCamFarBlur,0xF481BD47
cg_scriptedKillCamFarBlurDist,0x6A38C163
cg_scriptedKillCamFarBlurStart,0x8FC64265
cg_scriptedKillCamFov,0x8F16EF8A
cg_scriptedKillCamNearBlur,0x9A9B9CCC
cg_scriptedKillCamNearBlurEnd,0xFA76163B
cg_scriptedKillCamNearBlurStart,0xDD56F498
cg_scriptmover_useServerAnims,0x3CE4380B
cg_seatHintFadeTime,0x8E6DE21B
cg_sensorGrenadeCrouchZOffset,0x233C8463
cg_sensorGrenadeExplosionTrackTimeMs,0x0DBD63BB
cg_sensorGrenadeLaserActiveTimeMs,0x91BC0FD6
cg_sensorGrenadeLaserRadius,0x05A69EFD
cg_sensorGrenadeProneZOffset,0x6F796C2B
cg_sensorGrenadePulsePeriodMs,0x8EF63176
cg_sensorGrenadeRampAlpha,0x53CC9422
cg_sensorGrenadeRange,0x167977DD
cg_sensorGrenadeZOffset,0xE7764C21
cg_showLoadedFF,0x3BCE5BE1
cg_showQosResults,0x9CA736B6
cg_showZombieControls,0x71B4E58D
cg_showZombieMap,0x3217425B
cg_showmiss,0x155DE669
cg_smp_weapon_visibility,0x4FF92558
cg_speedBlurScaleBeast,0x1942DDAF
cg_speedBlurScaleDoubleJump,0x9FC26549
cg_speedBlurScaleGrapple,0xF5579B1F
cg_speedBlurScaleJuke,0x3E4BA561
cg_speedBlurScaleLunge,0x83F4C58F
cg_speedBlurScaleSlam,0xB898A169
cg_speedBlurScaleSlide,0xE659214D
cg_speedBlurScaleSpeedBurst,0xC868826B
cg_splitscreen2pOffset,0xCD1EACB5
cg_splitscreenLetterboxSize,0xB840F0B2
cg_splitscreenSpectatorScaleIncrease,0x17E3532D
cg_sprintMeterDisabledColor,0x53566906
cg_sprintMeterEmptyColor,0xB0CB19D5
cg_sprintMeterFullColor,0xA6A123D3
cg_streamLowDetailCamos,0x92CE5786
cg_subtitleMinTime,0x470B83A9
cg_subtitleWidthStandard,0x24D09579
cg_subtitleWidthWidescreen,0x3CC094B3
cg_t7HealthOverlay,0x9238CFBD
cg_t7HealthOverlay_Threshold1,0xD70DB482
cg_t7HealthOverlay_Threshold2,0xB10B3A19
cg_t7HealthOverlay_Threshold3,0x8B08BFB0
cg_tagCacheEnabled,0xB90FD2BB
cg_teamChatsOnly,0x82AD8664
cg_thirdPerson,0x2A0E745A
cg_thirdPersonAngle,0x1AA2C1BF
cg_thirdPersonCamLerpScale,0x9C98B966
cg_thirdPersonCamOffsetUp,0x7C79472D
cg_thirdPersonFocusDist,0x50FFBCF2
cg_thirdPersonFocusOffsetUp,0xC16F57E0
cg_thirdPersonFootstepsFromNotetracks,0x8DD831B7
cg_thirdPersonLastStand,0x09CA6552
cg_thirdPersonMode,0xD37BC01F
cg_thirdPersonPaintshop,0x01F9876A
cg_thirdPersonRange,0x7A51C811
cg_thirdPersonRoll,0x1221CD63
cg_thirdPersonSideOffset,0x9D2B87E6
cg_thirdPersonUpOffset,0x3551A1E0
cg_threatDetectorDebug,0x1B01DC7D
cg_threatDetectorRadius,0x059B308A
cg_timedDamageDuration,0x2EB108F0
cg_traversalLerpInTime,0xFA4D45A1
cg_traversalLerpOutTime,0xA0B7C1FE
cg_treadmarks,0x37B513A0
cg_turretBipodOffset,0xB977CC61
cg_updateScoreboardAfterGameEnded,0xE73A9AC3
cg_usNewEventQueueScheme,0xB049E0B0
cg_useNewEventQueueScheme,0x9F4BD93B
cg_useSafeSpectatorCam,0x7A682434
cg_useWeaponBasedVariableZoom,0xC7BA14E9
cg_useWeaponSwitchReloadCancel,0x9166FE62
cg_use_colored_smoke,0xC83AD362
cg_usercmdBursting,0x2B9ADAAB
cg_usingClientScripts,0xC764D289
cg_vehNPCThrottleMultiplier,0x9390832D
cg_vehicleCamAboveWater,0xB67D7257
cg_vehicleFocusEntDistanceMax,0x2A1E7DF2
cg_vehicleFocusEntDistanceMin,0x3F3D258C
cg_vehicleFocusEntFocalLengthMax,0x4AEEFB06
cg_vehicleFocusEntFocalLengthMin,0xF0491C78
cg_vehicleFocusEntFocalLengthSpeedAdjust,0x1AED0CD0
